yr,holiday,workingday,atemp,hum,windspeed,season_fall,season_spring,season_summer,season_winter,mnth_1,mnth_2,mnth_3,mnth_4,mnth_5,mnth_6,mnth_7,mnth_8,mnth_9,mnth_10,mnth_11,mnth_12,weekday_Friday,weekday_Monday,weekday_Saturday,weekday_Sunday,weekday_Thursday,weekday_Tuesday,weekday_Wednesday,weathersit_Clear_Few Clouds,weathersit_Light rain_Light snow_Thunderstorm,weathersit_Mist_cloudy,cnt
0,0,0,0.22481421,0.507879692,0.333782477,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.192245743
0,0,1,0.234311124,0.310718766,0.391308041,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.230786931
0,0,1,0.280691769,0.3230509,0.421802527,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.276461114
0,0,1,0.286522494,0.664953213,0.310256039,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.174183157
0,0,1,0.234312437,0.944301285,0.40252701,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.191325357
0,0,1,0.268282118,0.705655527,0.487178483,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.253681546
0,0,0,0.31052665,0.672236504,0.360265182,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.256557754
0,0,0,0.393393298,0.493573265,0.329480017,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.37126093
0,0,1,0.608878086,0.438303342,0.74871323,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.355844455
0,0,1,0.419098629,0.660239589,0.753858866,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.203980672
0,0,1,0.404998304,0.484147044,0.496156544,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.32052462
0,0,1,0.465495026,0.619966067,0.288453058,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.358835711
0,0,1,0.322132969,0.859897172,0.421794281,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.166705016
0,0,0,0.344513396,0.902313625,0.228195937,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.279912563
0,0,0,0.456360399,0.881748072,0.256406223,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.330533824
0,0,1,0.638134095,0.73722982,0.622758551,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.382650713
0,0,1,0.543410415,0.760068895,0.52051585,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.23147722
0,0,1,0.443950748,0.842331105,0.470498461,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.246203405
0,0,1,0.503621823,0.555698715,0.182052206,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.373331799
0,1,0,0.476280948,0.690231362,0.420522303,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.357109986
0,0,0,0.454726169,0.913452956,0.656431951,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.088932352
0,0,0,0.481246646,0.493144473,0.579511301,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.428209848
0,0,1,0.556657527,0.557840617,0.291040307,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.391969627
0,0,1,0.538427652,0.684661183,0.279503859,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.366083755
0,0,1,0.637051171,0.63153419,0.452579446,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.451219512
0,0,1,0.492005003,0.418594344,0.624374808,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.479406351
0,0,1,0.318818565,0.750213882,0.406392421,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.19109526
0,0,0,0.487055056,0.913025193,0.429490056,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.461803958
0,0,0,0.620473903,0.83376144,0.350017204,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.479636447
0,0,1,0.650319285,0.798629306,0.335912061,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.466060746
0,0,1,0.676024617,0.749786118,0.626935257,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.503681546
0,0,1,0.651161997,0.859040617,0.597455055,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.442936033
0,0,1,0.656132946,0.7206509,0.615407055,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.464335021
0,0,1,0.549197822,0.470008226,0.448740835,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.526115969
0,0,0,0.505300683,0.517566067,0.43845781,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.608605614
0,0,0,0.484538735,0.783632905,0.173092698,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.382995858
0,0,1,0.595625723,0.750642674,0.332038403,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.503796595
0,0,1,0.660267746,0.716794859,0.660264378,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.509549011
0,0,1,0.42736823,0.757925964,0.632080892,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.300391164
0,0,1,0.476286199,0.456726992,0.562804478,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.507478141
0,0,1,0.518553046,0.606683805,0.424379468,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.527611597
0,0,0,0.569094744,0.55655527,0.284614447,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.539806719
0,0,0,0.577380096,0.649529049,0.107707465,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.495973309
0,0,1,0.585666761,0.605398458,0.31667159,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.49930971
0,0,1,0.582352357,0.502999486,0.192300183,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.550046019
0,0,1,0.589806812,0.650814396,0.202548161,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.478601012
0,0,1,0.583195069,0.768637532,0.34484683,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.557063967
0,0,1,0.545045958,0.887746015,0.324350874,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.469742292
0,0,0,0.553353625,0.948586118,0.232044856,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.389668661
0,0,0,0.599782838,0.891602057,0.269212588,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.521283939
0,0,1,0.618831797,0.810197429,0.215389573,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.452830189
0,0,1,0.603102492,0.861611311,0.525618193,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.471813162
0,0,1,0.588176519,0.894601542,0.369224689,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.440980212
0,0,1,0.566628303,0.853041645,0.176925124,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.523815002
0,0,1,0.590649523,0.739931105,0.211559208,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.563161528
0,0,0,0.647004882,0.644387661,0.202564654,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.665324436
0,0,0,0.650319285,0.770779434,0.25896461,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.53359411
0,0,1,0.671053668,0.832904884,0.435915916,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.489185458
0,0,1,0.69010919,0.761782005,0.380769384,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.514265992
0,0,1,0.704192451,0.715938303,0.271797775,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.570179475
0,0,1,0.755576861,0.696658098,0.365410817,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.535549931
0,0,1,0.732369474,0.672236504,0.450010751,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.535780028
0,0,0,0.700040587,0.750213882,0.428185094,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.544868845
0,0,0,0.704202952,0.841902314,0.394882773,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.548320295
0,1,0,0.777109326,0.70437018,0.224365573,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.468936954
0,0,1,0.848373593,0.654670437,0.183348922,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.455591348
0,0,1,0.842576997,0.696229306,0.380769384,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.454670962
0,0,1,0.741471285,0.313624679,0.556403358,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.569028992
0,0,1,0.666901803,0.364182005,0.475660588,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.608605614
0,0,0,0.676829262,0.469151671,0.207702043,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.612057064
0,0,0,0.705848997,0.670951157,0.239759186,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.561895996
0,0,1,0.712483054,0.616966581,0.205133348,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.520708698
0,0,1,0.757233406,0.614824679,0.341014403,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.553497469
0,0,1,0.850862349,0.639674036,0.235893775,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.503796595
0,0,1,0.890635189,0.584404113,0.262830021,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.447883111
0,0,1,0.819376173,0.622107969,0.243597797,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.525080534
0,0,0,0.786226888,0.673093059,0.273069753,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.568798896
0,0,0,0.74066139,0.769066324,0.291040307,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.510584445
0,0,1,0.685962576,0.508568638,0.583333419,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.575011505
0,0,1,0.672694462,0.521422108,0.508979402,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.560170272
